algorithm,trial,function,population,crossover_probability,mutation_probability,best_solution,value,recombination,c1,c2,w,time
particle_swarm_optimization,,rosenbrock,10,,,[0.77979138 0.60717218],0.048573271522986516,,0.3,0.4,0.8,0.16472125053405762
particle_swarm_optimization,,step,10,,,[-3.27426893 -4.27847564  0.31809674 -4.53438988 -5.03139511],-16.0,,0.3,0.4,0.8,0.17929959297180176
particle_swarm_optimization,,quartic,10,,,"[-0.45694011  0.18556453 -0.13493836  0.32560466 -0.22652137  0.50776009
  0.07765887 -0.38775937 -0.01161057 -0.10549451  0.44348562  0.51275612
  0.37535948 -0.33828345  0.18910142 -0.00168515  0.11990205  0.20968773
 -0.08710304  0.06983803  0.16542655 -0.26541613 -0.20537127  0.13905783
 -0.29280346 -0.32859325  0.25887025 -0.35801965  0.6886138   0.24717639]",-8.360862395869463,,0.3,0.4,0.8,0.5355625152587891
particle_swarm_optimization,,foxholes,10,,,[-31.93168368  15.96563762],15.50381680261233,,0.3,0.4,0.8,0.3815789222717285
particle_swarm_optimization,,schwefel,10,,,"[-118.60222992  420.72727068  423.07030304  420.79984357 -145.80711197
   64.87205861 -138.1972764  -301.6808637  -292.58662541 -133.39330437]",1880.899777452004,,0.3,0.4,0.8,0.2463369369506836
particle_swarm_optimization,,rastrigin,10,,,"[ 1.86995103  0.92623874 -1.01586284  1.99382744 -2.98127065  2.04150856
  0.98884512 -0.0171029   0.8825182  -1.06191694 -0.99144806  1.0289341
 -0.98657688 -2.01017121 -0.00522429 -0.16749574 -1.30938152 -0.00985536
 -0.01159431  2.00542848]",65.21352041189803,,0.3,0.4,0.8,0.38042497634887695
particle_swarm_optimization,,griewangk,10,,,"[ -6.20276526   4.37816194   5.23876411 -12.22602748  -7.18490788
   8.15383434  15.91242028 -29.59001974  -8.34374399 -19.37787565]",1.048392517758952,,0.3,0.4,0.8,0.24469733238220215
particle_swarm_optimization,,sphere,10,,,[1.41978145e-22 3.16279454e-22],1.2019048687711792e-43,,0.3,0.4,0.9,0.1531529426574707
particle_swarm_optimization,,rosenbrock,10,,,[1.01805273 1.03645086],0.00032593902966741867,,0.3,0.4,0.9,0.17754077911376953
particle_swarm_optimization,,step,10,,,[-4.2767985  -3.91836243 -3.1524028  -3.65174769 -5.05220516],-18.0,,0.3,0.4,0.9,0.18132734298706055
particle_swarm_optimization,,quartic,10,,,"[ 0.00383106  0.29095854 -0.20961973 -0.23997397 -0.24081939  0.39895015
  0.1242581  -0.12407604  0.13497362 -0.45547165  0.33967048 -0.23846603
  0.3544429   0.28385796  0.1796694  -0.35466646 -0.31237946 -0.03813719
 -0.20242235 -0.1354741   0.09719866  0.19158367  0.07457459 -0.18056641
 -0.08659112  0.13791886  0.01397689 -0.2351084  -0.22854751  0.06080149]",-18.98662413458392,,0.3,0.4,0.9,0.5401520729064941
particle_swarm_optimization,,foxholes,10,,,[-31.95391918 -15.97794332],5.928845125400144,,0.3,0.4,0.9,0.37706732749938965
particle_swarm_optimization,,schwefel,10,,,"[ 427.46894755 -306.18698396  429.49696823  407.11873361   70.98094198
  225.18136769 -117.8284293  -306.77224473 -306.12399428 -115.98966026]",1640.3985037327338,,0.3,0.4,0.9,0.24720191955566406
particle_swarm_optimization,,rastrigin,10,,,"[ 1.96201514e+00  8.14986994e-02 -1.12903890e+00  9.95043727e-01
 -1.99009368e+00  9.61704708e-05  1.08511327e-04  9.95316392e-01
  1.13807191e+00 -1.94830427e+00 -8.50760663e-01  1.01095738e+00
 -9.54445960e-01 -1.36072669e-02 -1.04264799e+00  1.99930630e+00
  9.60761829e-01 -3.71103010e-02  1.13063692e+00  9.74044035e-01]",44.61419682784573,,0.3,0.4,0.9,0.38497185707092285
particle_swarm_optimization,,griewangk,10,,,"[-6.27826486e+00  4.45063564e+00  1.08693404e+01 -3.70388298e-03
 -7.06673430e+00 -7.66223093e+00  8.48436658e+00  3.30969085e-03
  1.33600208e-02  4.61028105e-03]",0.09196144994486188,,0.3,0.4,0.9,0.24766063690185547
